   0.0000000e+00   0.0000000e+00
   5.0288017e-08  -5.0236464e-05
   1.0057603e-07  -1.0047040e-04
   1.5086405e-07  -1.5070181e-04
   2.0115207e-07  -2.0093068e-04
   4.5259215e-07  -4.5203715e-04
   7.0403223e-07  -7.0308043e-04
   9.5547232e-07  -9.5406053e-04
   1.2069124e-06  -1.2049775e-03
   2.4641128e-06  -2.4586153e-03
   3.7213132e-06  -3.7106764e-03
   4.9785136e-06  -4.9611629e-03
   6.2357141e-06  -6.2100767e-03
   1.2521716e-05  -1.2431124e-02
   1.8807718e-05  -1.8613149e-02
   2.5093720e-05  -2.4756397e-02
   3.1379722e-05  -3.0861109e-02
   6.2809733e-05  -6.0815064e-02
   9.4239743e-05  -8.9841228e-02
   1.2566975e-04  -1.1796830e-01
   1.5709976e-04  -1.4522412e-01
   2.9844944e-04  -2.5776069e-01
   4.3979911e-04  -3.5543469e-01
   5.8114878e-04  -4.4017700e-01
   7.2249845e-04  -5.1372944e-01
   9.0294723e-04  -5.9377262e-01
   1.0833960e-03  -6.6055126e-01
   1.2638448e-03  -7.1619146e-01
   1.4442936e-03  -7.6261080e-01
   1.6604682e-03  -8.0833906e-01
   1.8766429e-03  -8.4511239e-01
   2.0928176e-03  -8.7458404e-01
   2.3089922e-03  -8.9827567e-01
   2.5644187e-03  -9.2051083e-01
   2.8198452e-03  -9.3765392e-01
   3.0752717e-03  -9.5075543e-01
   3.3306981e-03  -9.6083461e-01
   3.6350703e-03  -9.7001342e-01
   3.9394425e-03  -9.7668439e-01
   4.2438147e-03  -9.8140730e-01
   4.5481869e-03  -9.8479757e-01
   4.9183164e-03  -9.8779859e-01
   5.2884458e-03  -9.8974163e-01
   5.6585753e-03  -9.9086025e-01
   6.0287047e-03  -9.9150407e-01
   6.4928694e-03  -9.9202692e-01
   6.9570340e-03  -9.9217294e-01
   7.4211986e-03  -9.9199617e-01
   7.8853633e-03  -9.9169886e-01
   8.4919052e-03  -9.9135455e-01
   9.0984472e-03  -9.9088547e-01
   9.7049891e-03  -9.9026812e-01
   1.0311531e-02  -9.8964322e-01
   1.1137993e-02  -9.8895951e-01
   1.1964455e-02  -9.8819265e-01
   1.2790917e-02  -9.8726549e-01
   1.3617379e-02  -9.8637681e-01
   1.4683732e-02  -9.8577642e-01
   1.5750085e-02  -9.8485177e-01
   1.6816438e-02  -9.8317603e-01
   1.7882791e-02  -9.8178946e-01
   1.8627362e-02  -9.8151891e-01
   1.9371934e-02  -9.8098208e-01
   2.0116506e-02  -9.8000177e-01
   2.0861078e-02  -9.7909094e-01
   2.1605649e-02  -9.7861190e-01
   2.2350221e-02  -9.7798862e-01
   2.3094793e-02  -9.7712498e-01
   2.3839364e-02  -9.7629927e-01
   2.4727605e-02  -9.7569622e-01
   2.5615845e-02  -9.7492086e-01
   2.6504085e-02  -9.7378764e-01
   2.7392325e-02  -9.7275623e-01
   2.8366206e-02  -9.7244516e-01
   2.9340087e-02  -9.7169568e-01
   3.0313968e-02  -9.6997163e-01
   3.1287848e-02  -9.6857527e-01
   3.2163638e-02  -9.6880241e-01
   3.3039428e-02  -9.6833093e-01
   3.3915218e-02  -9.6643035e-01
   3.4791008e-02  -9.6492086e-01
   3.5517910e-02  -9.6499924e-01
   3.6244811e-02  -9.6463473e-01
   3.6971713e-02  -9.6355996e-01
   3.7698615e-02  -9.6258130e-01
   3.8396414e-02  -9.6224093e-01
   3.9094213e-02  -9.6171894e-01
   3.9792012e-02  -9.6092421e-01
   4.0489811e-02  -9.6015643e-01
   4.1304064e-02  -9.5958408e-01
   4.2118317e-02  -9.5888272e-01
   4.2932569e-02  -9.5793758e-01
   4.3746822e-02  -9.5704794e-01
   4.4707636e-02  -9.5652380e-01
   4.5668449e-02  -9.5572955e-01
   4.6629263e-02  -9.5433943e-01
   4.7590077e-02  -9.5314563e-01
   4.8539756e-02  -9.5319373e-01
   4.9489436e-02  -9.5259298e-01
   5.0439115e-02  -9.5057319e-01
   5.1388795e-02  -9.4901005e-01
   5.2177088e-02  -9.4928992e-01
   5.2965382e-02  -9.4894799e-01
   5.3753676e-02  -9.4748186e-01
   5.4541969e-02  -9.4624213e-01
   5.5226472e-02  -9.4610002e-01
   5.5910974e-02  -9.4568488e-01
   5.6595476e-02  -9.4487278e-01
   5.7279978e-02  -9.4409221e-01
   5.8020430e-02  -9.4361410e-01
   5.8760881e-02  -9.4300912e-01
   5.9501333e-02  -9.4219444e-01
   6.0241784e-02  -9.4141193e-01
   6.1143327e-02  -9.4080943e-01
   6.2044870e-02  -9.4004492e-01
   6.2946412e-02  -9.3893940e-01
   6.3847955e-02  -9.3793402e-01
   6.4839006e-02  -9.3766990e-01
   6.5830056e-02  -9.3694313e-01
   6.6821107e-02  -9.3517788e-01
   6.7812157e-02  -9.3377162e-01
   6.8686393e-02  -9.3409643e-01
   6.9560629e-02  -9.3368064e-01
   7.0434864e-02  -9.3175257e-01
   7.1309100e-02  -9.3023657e-01
   7.2021310e-02  -9.3035202e-01
   7.2733521e-02  -9.3003288e-01
   7.3445732e-02  -9.2903923e-01
   7.4157942e-02  -9.2812441e-01
   7.4845114e-02  -9.2778902e-01
   7.5532287e-02  -9.2729002e-01
   7.6219459e-02  -9.2655149e-01
   7.6906632e-02  -9.2583309e-01
   7.7725260e-02  -9.2526359e-01
   7.8543888e-02  -9.2457767e-01
   7.9362516e-02  -9.2367024e-01
   8.0181144e-02  -9.2281414e-01
   8.1158536e-02  -9.2230423e-01
   8.2135927e-02  -9.2152411e-01
   8.3113319e-02  -9.2014170e-01
   8.4090711e-02  -9.1896341e-01
   8.5048353e-02  -9.1909090e-01
   8.6005996e-02  -9.1852945e-01
   8.6963639e-02  -9.1645305e-01
   8.7921282e-02  -9.1487114e-01
   8.8700382e-02  -9.1521371e-01
   8.9479482e-02  -9.1492339e-01
   9.0258583e-02  -9.1350721e-01
   9.1037683e-02  -9.1230765e-01
   9.1709398e-02  -9.1217686e-01
   9.2381112e-02  -9.1178992e-01
   9.3052826e-02  -9.1104217e-01
   9.3724541e-02  -9.1031625e-01
   9.4461895e-02  -9.0984468e-01
   9.5199248e-02  -9.0925887e-01
   9.5936602e-02  -9.0848548e-01
   9.6673956e-02  -9.0774023e-01
   9.7585567e-02  -9.0714443e-01
   9.8497178e-02  -9.0639522e-01
   9.9408788e-02  -9.0532001e-01
   1.0032040e-01  -9.0434273e-01
   1.0132447e-01  -9.0411728e-01
   1.0232855e-01  -9.0341411e-01
   1.0333263e-01  -9.0163157e-01
   1.0433670e-01  -9.0022965e-01
   1.0520974e-01  -9.0062570e-01
   1.0608277e-01  -9.0025523e-01
   1.0695580e-01  -8.9832176e-01
   1.0782884e-01  -8.9681277e-01
   1.0853024e-01  -8.9695458e-01
   1.0923163e-01  -8.9667118e-01
   1.0993303e-01  -8.9574415e-01
   1.1063443e-01  -8.9488315e-01
   1.1131376e-01  -8.9455601e-01
   1.1199309e-01  -8.9407843e-01
   1.1267242e-01  -8.9338482e-01
   1.1335175e-01  -8.9270691e-01
   1.1417326e-01  -8.9214643e-01
   1.1499478e-01  -8.9147890e-01
   1.1581629e-01  -8.9060679e-01
   1.1663781e-01  -8.8978262e-01
   1.1762704e-01  -8.8928782e-01
   1.1861627e-01  -8.8852576e-01
   1.1960549e-01  -8.8716398e-01
   1.2059472e-01  -8.8600937e-01
   1.2155824e-01  -8.8619225e-01
   1.2252175e-01  -8.8566398e-01
   1.2348526e-01  -8.8356590e-01
   1.2444877e-01  -8.8198551e-01
   1.2522161e-01  -8.8236908e-01
   1.2599444e-01  -8.8211767e-01
   1.2676727e-01  -8.8074950e-01
   1.2754011e-01  -8.7958916e-01
   1.2820289e-01  -8.7946861e-01
   1.2886568e-01  -8.7910513e-01
   1.2952846e-01  -8.7840712e-01
   1.3019124e-01  -8.7772472e-01
   1.3092615e-01  -8.7726416e-01
   1.3166106e-01  -8.7669834e-01
   1.3239596e-01  -8.7596057e-01
