   0.0000000e+00   1.0000000e+00
   5.0288017e-08   1.0000502e+00
   1.0057603e-07   1.0001004e+00
   1.5086405e-07   1.0001506e+00
   2.0115207e-07   1.0002007e+00
   4.5259215e-07   1.0004516e+00
   7.0403223e-07   1.0007024e+00
   9.5547232e-07   1.0009531e+00
   1.2069124e-06   1.0012038e+00
   2.4641128e-06   1.0024562e+00
   3.7213132e-06   1.0037070e+00
   4.9785136e-06   1.0049562e+00
   6.2357141e-06   1.0062038e+00
   1.2521716e-05   1.0124186e+00
   1.8807718e-05   1.0185943e+00
   2.5093720e-05   1.0247313e+00
   3.1379722e-05   1.0308297e+00
   6.2809733e-05   1.0607523e+00
   9.4239743e-05   1.0897470e+00
   1.2566975e-04   1.1178426e+00
   1.5709976e-04   1.1450670e+00
   2.9844944e-04   1.2574623e+00
   4.3979911e-04   1.3549950e+00
   5.8114878e-04   1.4395960e+00
   7.2249845e-04   1.5130072e+00
   9.0294723e-04   1.5928701e+00
   1.0833960e-03   1.6594685e+00
   1.2638448e-03   1.7149284e+00
   1.4442936e-03   1.7611676e+00
   1.6604682e-03   1.8066800e+00
   1.8766429e-03   1.8432375e+00
   2.0928176e-03   1.8724934e+00
   2.3089922e-03   1.8959693e+00
   2.5644187e-03   1.9179497e+00
   2.8198452e-03   1.9348380e+00
   3.0752717e-03   1.9476849e+00
   3.3306981e-03   1.9575094e+00
   3.6350703e-03   1.9663849e+00
   3.9394425e-03   1.9727527e+00
   4.2438147e-03   1.9771725e+00
   4.5481869e-03   1.9802597e+00
   4.9183164e-03   1.9828923e+00
   5.2884458e-03   1.9844671e+00
   5.6585753e-03   1.9852177e+00
   6.0287047e-03   1.9854935e+00
   6.4928694e-03   1.9855551e+00
   6.9570340e-03   1.9852400e+00
   7.4211986e-03   1.9846024e+00
   7.8853633e-03   1.9838445e+00
   8.4919052e-03   1.9828986e+00
   9.0984472e-03   1.9818283e+00
   9.7049891e-03   1.9806101e+00
   1.0311531e-02   1.9793847e+00
   1.1137993e-02   1.9778833e+00
   1.1964455e-02   1.9762995e+00
   1.2790917e-02   1.9745560e+00
   1.3617379e-02   1.9728517e+00
   1.4683732e-02   1.9712000e+00
   1.5750085e-02   1.9692251e+00
   1.6816438e-02   1.9665002e+00
   1.7882791e-02   1.9640656e+00
   1.8627362e-02   1.9630640e+00
   1.9371934e-02   1.9617966e+00
   2.0116506e-02   1.9600863e+00
   2.0861078e-02   1.9584459e+00
   2.1605649e-02   1.9572380e+00
   2.2350221e-02   1.9558863e+00
   2.3094793e-02   1.9542948e+00
   2.3839364e-02   1.9527418e+00
   2.4727605e-02   1.9512718e+00
   2.5615845e-02   1.9496303e+00
   2.6504085e-02   1.9476317e+00
   2.7392325e-02   1.9457357e+00
   2.8366206e-02   1.9444775e+00
   2.9340087e-02   1.9427818e+00
   3.0313968e-02   1.9401125e+00
   3.1287848e-02   1.9377718e+00
   3.2163638e-02   1.9371505e+00
   3.3039428e-02   1.9358313e+00
   3.3915218e-02   1.9330838e+00
   3.4791008e-02   1.9307281e+00
   3.5517910e-02   1.9301047e+00
   3.6244811e-02   1.9290389e+00
   3.6971713e-02   1.9272634e+00
   3.7698615e-02   1.9255844e+00
   3.8396414e-02   1.9245723e+00
   3.9094213e-02   1.9233790e+00
   3.9792012e-02   1.9219135e+00
   4.0489811e-02   1.9204754e+00
   4.1304064e-02   1.9191214e+00
   4.2118317e-02   1.9176391e+00
   4.2932569e-02   1.9159136e+00
   4.3746822e-02   1.9142442e+00
   4.4707636e-02   1.9128008e+00
   4.5668449e-02   1.9110882e+00
   4.6629263e-02   1.9087806e+00
   4.7590077e-02   1.9066702e+00
   4.8539756e-02   1.9058132e+00
   4.9489436e-02   1.9043082e+00
   5.0439115e-02   1.9013850e+00
   5.1388795e-02   1.8989193e+00
   5.2177088e-02   1.8984507e+00
   5.2965382e-02   1.8973608e+00
   5.3753676e-02   1.8951474e+00
   5.4541969e-02   1.8931609e+00
   5.5226472e-02   1.8923708e+00
   5.5910974e-02   1.8913082e+00
   5.6595476e-02   1.8898490e+00
   5.7279978e-02   1.8884218e+00
   5.8020430e-02   1.8872448e+00
   5.8760881e-02   1.8859413e+00
   5.9501333e-02   1.8844287e+00
   6.0241784e-02   1.8829488e+00
   6.1143327e-02   1.8814978e+00
   6.2044870e-02   1.8798856e+00
   6.2946412e-02   1.8779332e+00
   6.3847955e-02   1.8760817e+00
   6.4839006e-02   1.8748882e+00
   6.5830056e-02   1.8732331e+00
   6.6821107e-02   1.8705404e+00
   6.7812157e-02   1.8682076e+00
   6.8686393e-02   1.8677159e+00
   6.9560629e-02   1.8664842e+00
   7.0434864e-02   1.8637410e+00
   7.1309100e-02   1.8614106e+00
   7.2021310e-02   1.8608631e+00
   7.2733521e-02   1.8598815e+00
   7.3445732e-02   1.8582258e+00
   7.4157942e-02   1.8566494e+00
   7.4845114e-02   1.8556762e+00
   7.5532287e-02   1.8545398e+00
   7.6219459e-02   1.8531643e+00
   7.6906632e-02   1.8518094e+00
   7.7725260e-02   1.8504822e+00
   7.8543888e-02   1.8490392e+00
   7.9362516e-02   1.8473753e+00
   8.0181144e-02   1.8457633e+00
   8.1158536e-02   1.8443517e+00
   8.2135927e-02   1.8426709e+00
   8.3113319e-02   1.8403886e+00
   8.4090711e-02   1.8383113e+00
   8.5048353e-02   1.8375588e+00
   8.6005996e-02   1.8361182e+00
   8.6963639e-02   1.8331635e+00
   8.7921282e-02   1.8307041e+00
   8.8700382e-02   1.8303334e+00
   8.9479482e-02   1.8293304e+00
   9.0258583e-02   1.8272021e+00
   9.1037683e-02   1.8252910e+00
   9.1709398e-02   1.8245471e+00
   9.2381112e-02   1.8235475e+00
   9.3052826e-02   1.8221875e+00
   9.3724541e-02   1.8208498e+00
   9.4461895e-02   1.8197071e+00
   9.5199248e-02   1.8184506e+00
   9.5936602e-02   1.8170071e+00
   9.6673956e-02   1.8155922e+00
   9.7585567e-02   1.8141692e+00
   9.8497178e-02   1.8125935e+00
   9.9408788e-02   1.8106925e+00
   1.0032040e-01   1.8088903e+00
   1.0132447e-01   1.8077571e+00
   1.0232855e-01   1.8061470e+00
   1.0333263e-01   1.8034585e+00
   1.0433670e-01   1.8011516e+00
   1.0520974e-01   1.8007614e+00
   1.0608277e-01   1.7996054e+00
   1.0695580e-01   1.7968872e+00
   1.0782884e-01   1.7945940e+00
   1.0853024e-01   1.7941063e+00
   1.0923163e-01   1.7931939e+00
   1.0993303e-01   1.7916383e+00
   1.1063443e-01   1.7901491e+00
   1.1131376e-01   1.7892140e+00
   1.1199309e-01   1.7881289e+00
   1.1267242e-01   1.7868281e+00
   1.1335175e-01   1.7855435e+00
   1.1417326e-01   1.7842498e+00
   1.1499478e-01   1.7828497e+00
   1.1581629e-01   1.7812456e+00
   1.1663781e-01   1.7796901e+00
   1.1762704e-01   1.7783154e+00
   1.1861627e-01   1.7766743e+00
   1.1960549e-01   1.7744344e+00
   1.2059472e-01   1.7724025e+00
   1.2155824e-01   1.7717317e+00
   1.2252175e-01   1.7703506e+00
   1.2348526e-01   1.7674006e+00
   1.2444877e-01   1.7649690e+00
   1.2522161e-01   1.7646704e+00
   1.2599444e-01   1.7637374e+00
   1.2676727e-01   1.7616882e+00
   1.2754011e-01   1.7598473e+00
   1.2820289e-01   1.7591435e+00
   1.2886568e-01   1.7581972e+00
   1.2952846e-01   1.7569167e+00
   1.3019124e-01   1.7556522e+00
   1.3092615e-01   1.7545467e+00
   1.3166106e-01   1.7533364e+00
   1.3239596e-01   1.7519546e+00
   1.3313087e-01   1.7505986e+00
   1.3404892e-01   1.7492113e+00
   1.3496697e-01   1.7476789e+00
   1.3588502e-01   1.7458354e+00
   1.3680308e-01   1.7440877e+00
   1.3781611e-01   1.7430063e+00
   1.3882914e-01   1.7414443e+00
   1.3984216e-01   1.7387907e+00
   1.4085519e-01   1.7365284e+00
   1.4154964e-01   1.7358668e+00
   1.4224408e-01   1.7349081e+00
   1.4293853e-01   1.7335068e+00
   1.4363297e-01   1.7321472e+00
   1.4432741e-01   1.7311494e+00
   1.4502186e-01   1.7300403e+00
   1.4571630e-01   1.7287652e+00
   1.4641074e-01   1.7275063e+00
   1.4728693e-01   1.7261656e+00
   1.4816312e-01   1.7247141e+00
   1.4903931e-01   1.7230347e+00
   1.4991549e-01   1.7214193e+00
   1.5094053e-01   1.7201832e+00
   1.5196557e-01   1.7185751e+00
   1.5299061e-01   1.7161170e+00
   1.5401565e-01   1.7139694e+00
   1.5473575e-01   1.7132044e+00
   1.5545584e-01   1.7121757e+00
   1.5617593e-01   1.7107300e+00
   1.5689603e-01   1.7093379e+00
   1.5761612e-01   1.7083197e+00
   1.5833621e-01   1.7071825e+00
   1.5905631e-01   1.7058571e+00
   1.5977640e-01   1.7045564e+00
   1.6065635e-01   1.7032555e+00
   1.6153631e-01   1.7018264e+00
   1.6241626e-01   1.7001330e+00
   1.6329621e-01   1.6985142e+00
   1.6429303e-01   1.6973510e+00
   1.6528985e-01   1.6958195e+00
   1.6628667e-01   1.6934579e+00
   1.6728349e-01   1.6913872e+00
   1.6818501e-01   1.6909104e+00
   1.6908652e-01   1.6897416e+00
   1.6998803e-01   1.6871181e+00
   1.7088954e-01   1.6849194e+00
   1.7161541e-01   1.6844938e+00
   1.7234127e-01   1.6836162e+00
   1.7306714e-01   1.6820154e+00
   1.7379301e-01   1.6805119e+00
   1.7446864e-01   1.6796877e+00
   1.7514428e-01   1.6786979e+00
   1.7581991e-01   1.6774724e+00
   1.7649555e-01   1.6762631e+00
   1.7728884e-01   1.6750997e+00
   1.7808213e-01   1.6738365e+00
   1.7887542e-01   1.6723904e+00
   1.7966870e-01   1.6709831e+00
   1.8063363e-01   1.6696730e+00
   1.8159855e-01   1.6681571e+00
   1.8256347e-01   1.6661851e+00
   1.8352839e-01   1.6643656e+00
   1.8450728e-01   1.6635876e+00
   1.8548617e-01   1.6622220e+00
   1.8646506e-01   1.6595459e+00
   1.8744395e-01   1.6573146e+00
   1.8824821e-01   1.6570102e+00
   1.8905246e-01   1.6560752e+00
   1.8985672e-01   1.6539689e+00
   1.9066097e-01   1.6521164e+00
   1.9133453e-01   1.6515129e+00
   1.9200809e-01   1.6506386e+00
   1.9268166e-01   1.6493807e+00
   1.9335522e-01   1.6481474e+00
   1.9407078e-01   1.6471626e+00
   1.9478635e-01   1.6460696e+00
   1.9550191e-01   1.6448070e+00
   1.9621748e-01   1.6435659e+00
   1.9710449e-01   1.6422936e+00
   1.9799150e-01   1.6409014e+00
   1.9887851e-01   1.6392595e+00
